"ROLE_ID","OPERATOR_ID"
404000000000010001,100000001
404000000000010001,100000002
500000000000010002,203000000000012102
500000000000010107,203000000000016986
500000000000010107,203000000000016989
500000000000010107,203000000000016992
500000000000010107,203000000000016995
500000000000010107,203000000000016996
500000000000010107,203000000000017000
500000000000010107,203000000000017068
500000000000010107,203000000000017071
500000000000010107,203000000000017072
500000000000010107,203000000000017073
500000000000010107,203000000000017074
500000000000010107,203000000000017080
500000000000010107,203000000000017083
500000000000010107,203000000000017094
500000000000010107,203000000000017095
500000000000010107,203000000000017098
500000000000010107,203000000000017100
500000000000010107,203000000000017104
500000000000010107,203000000000017112
500000000000010107,203000000000017114
500000000000010107,203000000000017116
500000000000010107,203000000000017117
500000000000010107,203000000000017120
500000000000010107,203000000000017123
500000000000010107,203000000000017127
500000000000010107,203000000000017128
500000000000010107,203000000000017130
500000000000010107,203000000000017131
500000000000010107,203000000000017132
500000000000010107,203000000000017133
500000000000010107,203000000000017134
500000000000010107,203000000000017135
500000000000010107,203000000000017137
500000000000010107,203000000000017141
500000000000010107,203000000000017142
500000000000010107,203000000000017143
500000000000010107,203000000000017144
500000000000010107,203000000000017157
500000000000010107,203000000000017158
500000000000010107,203000000000017204
500000000000010107,203000000000017205
500000000000010107,203000000000017206
500000000000010107,203000000000017215
500000000000010107,203000000000017219
500000000000010107,203000000000017220
500000000000010107,203000000000017225
500000000000010107,203000000000017228
500000000000010107,203000000000017231
500000000000010107,203000000000017232
500000000000010107,203000000000017234
500000000000010107,203000000000017236
500000000000010107,203000000000017237
500000000000010107,203000000000017246
500000000000010107,203000000000017304
500000000000010107,203000000000017305
500000000000010107,203000000000017307
500000000000010107,203000000000017310
500000000000010107,203000000000017311
500000000000010107,203000000000017312
500000000000010107,203000000000017323
500000000000010107,203000000000017342
500000000000010107,203000000000018326
500000000000010107,203000000000018329
500000000000010107,203000000000018331
500000000000010107,203000000000018435
500000000000010107,203000000000019023
500000000000010107,203000000000019119
500000000000010107,203000000000019120
500000000000010107,203000000000019121
500000000000010107,203000000000019124
500000000000010107,203000000000019702
500000000000010107,203000000000019703
500000000000010107,203000000000019704
500000000000010107,203000000000019705
500000000000010107,203000000000019706
500000000000010107,203000000000019707
500000000000010107,203000000000019803
500000000000010107,203000000000019804
500000000000010107,203000000000019806
500000000000010107,203000000000022612
500000000000010107,203000000000022615
500000000000010107,203000000000022709
500000000000010107,203000000000022713
500000000000010107,203000000000022828
500000000000010107,203000000000022829
500000000000010107,203000000000022830
500000000000010107,203000000000022831
500000000000010107,203000000000022834
500000000000010107,203000000000022925
500000000000010107,203000000000022927
500000000000010107,203000000000022928
500000000000010107,203000000000022930
500000000000010107,203000000000034760
500000000000010107,203000000000055374
500000000000010107,203000000000063712
500000000000010107,203000000000063713
500000000000010107,203000000000063717
500000000000010107,203000000000063739
500000000000010107,203000000000063872
500000000000010107,203000000000064794
500000000000010107,203000000000064797
500000000000010107,203000000000064840
500000000000010107,203000000000065370
500000000000010107,203000000000065438
500000000000010107,203000000000070556
500000000000010107,203000000000073254
500000000000010107,203000000000095828
500000000000010107,203000000000095907
500000000000010107,203000000000113501
500000000000010107,203000000000113543
500000000000010107,203000000000113577
500000000000010107,203000000000113740
500000000000010107,203000000000114362
500000000000010107,203000000000114439
500000000000010107,203000000000115207
500000000000010107,203000000000117529
500000000000010108,203000000000017004
500000000000010108,203000000000017069
500000000000010108,203000000000017081
500000000000010108,203000000000017084
500000000000010108,203000000000017092
500000000000010108,203000000000017247
500000000000010108,203000000000017308
500000000000010108,203000000000017784
500000000000010108,203000000000073049
500000000000010108,203000000000098261
500000000000010108,203000000000115475
500000000000010109,203000000000019118
500000000000010109,203000000000019802
500000000000010109,203000000000022825
500000000000010109,203000000000022826
500000000000010214,203000000000017002
500000000000010221,203000000000016905
500000000000010222,203000000000016928
500000000000010222,203000000000016937
500000000000010222,203000000000016938
500000000000010222,203000000000016942
500000000000010222,203000000000016944
500000000000010222,203000000000016974
500000000000010222,203000000000017008
500000000000010222,203000000000017013
500000000000010222,203000000000017026
500000000000010222,203000000000017027
500000000000010222,203000000000017029
500000000000010222,203000000000017033
500000000000010222,203000000000017035
500000000000010222,203000000000017335
500000000000010222,203000000000017418
500000000000010210,203000000000018496
500000000000010210,203000000000018504
500000000000010210,203000000000018507
500000000000010210,203000000000018511
500000000000010210,203000000000018512
500000000000010210,203000000000018521
500000000000010210,203000000000018526
500000000000010210,203000000000018546
500000000000010210,203000000000018552
500000000000010210,203000000000018559
500000000000010210,203000000000018570
500000000000010210,203000000000018572
500000000000010210,203000000000018577
500000000000010210,203000000000018582
500000000000010210,203000000000018605
500000000000010210,203000000000018614
500000000000010210,203000000000018623
500000000000010210,203000000000018624
500000000000010210,203000000000018628
500000000000010210,203000000000018634
500000000000010210,203000000000018638
500000000000010210,203000000000018642
500000000000010210,203000000000018677
500000000000010210,203000000000018688
500000000000010210,203000000000018804
500000000000010210,203000000000018903
500000000000010210,203000000000018905
500000000000010210,203000000000019032
500000000000010210,203000000000019108
500000000000010210,203000000000019131
500000000000010210,203000000000019204
500000000000010210,203000000000019205
500000000000010210,203000000000019232
500000000000010210,203000000000019252
500000000000010222,203000000000018510
500000000000010222,203000000000018587
500000000000010222,203000000000019254
500000000000010222,203000000000019425
500000000000010222,203000000000019426
500000000000010222,203000000000019427
500000000000010222,203000000000019428
500000000000010222,203000000000019430
500000000000010222,203000000000019431
500000000000010222,203000000000020307
500000000000010222,203000000000020308
500000000000010222,203000000000020314
500000000000010222,203000000000047913
500000000000010222,203000000000064861
500000000000010222,203000000000100586
500000000000010222,203000000000113796
500000000000010223,203000000000017017
500000000000010223,203000000000018423
500000000000010224,203000000000017019
500000000000010224,203000000000018417
500000000000010224,203000000000065246
500000000000010224,203000000000070608
500000000000010210,203000000000018310
500000000000010210,203000000000018316
500000000000010210,203000000000018319
500000000000010210,203000000000018320
500000000000010210,203000000000018322
500000000000010210,203000000000018334
500000000000010210,203000000000018336
500000000000010210,203000000000018366
500000000000010210,203000000000018370
500000000000010210,203000000000018397
500000000000010210,203000000000018430
500000000000010210,203000000000018433
500000000000010210,203000000000018439
500000000000010210,203000000000018441
500000000000010210,203000000000018454
500000000000010210,203000000000018457
500000000000010210,203000000000018487
500000000000010210,203000000000018490
500000000000010210,203000000000017403
500000000000010210,203000000000017429
500000000000010210,203000000000017434
500000000000010210,203000000000017442
500000000000010210,203000000000017450
500000000000010210,203000000000017458
500000000000010210,203000000000017470
500000000000010210,203000000000017472
500000000000010210,203000000000017486
500000000000010210,203000000000017488
500000000000010210,203000000000017489
500000000000010210,203000000000017491
500000000000010210,203000000000017503
500000000000010210,203000000000017525
500000000000010210,203000000000017540
500000000000010210,203000000000017550
500000000000010210,203000000000017564
500000000000010210,203000000000017575
500000000000010210,203000000000017586
500000000000010210,203000000000017593
500000000000010210,203000000000017613
500000000000010210,203000000000017636
500000000000010210,203000000000017650
500000000000010210,203000000000017651
500000000000010210,203000000000017665
500000000000010210,203000000000017670
500000000000010210,203000000000017682
500000000000010210,203000000000017694
500000000000010210,203000000000017712
500000000000010210,203000000000017718
500000000000010210,203000000000017745
500000000000010210,203000000000017751
500000000000010210,203000000000017777
500000000000010210,203000000000017779
500000000000010210,203000000000017780
500000000000010210,203000000000017782
500000000000010210,203000000000017786
500000000000010210,203000000000017787
500000000000010210,203000000000017809
500000000000010210,203000000000017811
500000000000010210,203000000000017831
500000000000010210,203000000000017834
500000000000010210,203000000000017835
500000000000010210,203000000000017838
500000000000010210,203000000000017849
500000000000010210,203000000000017852
500000000000010210,203000000000017865
500000000000010210,203000000000017867
500000000000010210,203000000000017882
500000000000010210,203000000000017897
500000000000010210,203000000000017910
500000000000010210,203000000000017915
500000000000010210,203000000000018007
500000000000010210,203000000000018104
500000000000010210,203000000000018205
500000000000010210,203000000000019263
500000000000010210,203000000000019268
500000000000010210,203000000000019276
500000000000010210,203000000000019304
500000000000010210,203000000000019336
500000000000010210,203000000000019371
500000000000010210,203000000000019372
500000000000010210,203000000000019605
500000000000010210,203000000000020316
500000000000010210,203000000000020604
500000000000010210,203000000000022387
500000000000010210,203000000000022620
500000000000010210,203000000000022626
500000000000010210,203000000000022629
500000000000010210,203000000000022703
500000000000010210,203000000000022718
500000000000010210,203000000000022721
500000000000010210,203000000000022734
500000000000010210,203000000000022814
500000000000010210,203000000000022821
500000000000010210,203000000000022822
500000000000010210,203000000000022832
500000000000010210,203000000000022836
500000000000010210,203000000000022910
500000000000010210,203000000000022932
500000000000010210,203000000000023005
500000000000010210,203000000000023007
500000000000010210,203000000000031885
500000000000010210,203000000000038867
500000000000010109,203000000000022926
500000000000010109,203000000000072078
500000000000010112,203000000000017052
500000000000010112,203000000000018599
500000000000010112,203000000000046090
500000000000010202,203000000000016953
500000000000010202,203000000000017043
500000000000010202,203000000000017054
500000000000010202,203000000000019373
500000000000010202,203000000000019376
500000000000010202,203000000000020310
500000000000010202,203000000000020315
500000000000010202,203000000000082015
500000000000010202,203000000000108146
500000000000010202,203000000000118070
500000000000010202,203000000000118091
500000000000010204,203000000000111648
500000000000010210,203000000000017319
500000000000010210,203000000000017322
500000000000010210,203000000000017355
500000000000010210,203000000000017356
500000000000010210,203000000000017368
500000000000010210,203000000000017378
500000000000010620,203000000000015402
500000000000010926,203000000000019418
500000000000011129,203000000000020302
500000000000012829,203000000000047672
500000000000012830,203000000000016903
500000000000012830,203000000000017324
500000000000012830,203000000000017325
500000000000012830,203000000000017409
500000000000012830,203000000000017410
500000000000012830,203000000000017413
500000000000012830,203000000000104825
500000000000010210,203000000000040175
500000000000010210,203000000000040891
500000000000010210,203000000000046085
500000000000010210,203000000000048102
500000000000010210,203000000000048170
500000000000010210,203000000000048474
500000000000010210,203000000000048705
500000000000010210,203000000000049176
500000000000010210,203000000000049182
500000000000010210,203000000000049187
500000000000010210,203000000000049490
500000000000010210,203000000000054375
500000000000010616,203000000000015502
500000000000010210,203000000000057654
500000000000010210,203000000000060740
500000000000010210,203000000000061533
500000000000010210,203000000000063711
500000000000010210,203000000000066600
500000000000010210,203000000000070197
500000000000010210,203000000000072438
500000000000010210,203000000000088597
500000000000010210,203000000000089886
500000000000010210,203000000000093512
500000000000010210,203000000000095704
500000000000010210,203000000000096979
500000000000010210,203000000000100199
500000000000010210,203000000000101198
500000000000010210,203000000000101339
500000000000010210,203000000000101477
500000000000010210,203000000000101554
500000000000010210,203000000000101650
500000000000010210,203000000000101711
500000000000010210,203000000000101812
500000000000010210,203000000000101963
500000000000010210,203000000000102058
500000000000010210,203000000000102090
500000000000010210,203000000000103556
500000000000010210,203000000000103561
500000000000010210,203000000000103715
500000000000010210,203000000000103783
500000000000010210,203000000000104972
500000000000010210,203000000000106454
500000000000010210,203000000000106623
500000000000010210,203000000000107028
500000000000010210,203000000000111241
500000000000010210,203000000000113460
500000000000010210,203000000000113652
500000000000010210,203000000000113693
500000000000010210,203000000000113768
500000000000010210,203000000000113805
500000000000010210,203000000000113827
500000000000010210,203000000000113902
500000000000010210,203000000000114073
500000000000010210,203000000000114285
500000000000010210,203000000000114491
500000000000010210,203000000000114558
500000000000010210,203000000000114606
500000000000010210,203000000000114682
500000000000010210,203000000000114772
500000000000010210,203000000000115195
500000000000010210,203000000000115304
500000000000010210,203000000000115356
500000000000010210,203000000000115504
500000000000010210,203000000000115550
500000000000010210,203000000000115659
500000000000010210,203000000000115704
500000000000010210,203000000000115733
500000000000010210,203000000000115798
500000000000010210,203000000000115808
500000000000010210,203000000000115837
500000000000010210,203000000000115847
500000000000010210,203000000000115925
500000000000010210,203000000000115937
500000000000010210,203000000000115940
500000000000010210,203000000000116483
500000000000010210,203000000000116484
500000000000010210,203000000000116485
500000000000010210,203000000000116786
500000000000010210,203000000000116940
500000000000010210,203000000000117302
500000000000010210,203000000000117358
500000000000010210,203000000000117378
500000000000010210,203000000000117416
500000000000010210,203000000000117575
500000000000010210,203000000000118162
500000000000010210,203000000000118212
500000000000010210,203000000000118329
500000000000010210,203000000000118376
500000000000010211,203000000000017326
500000000000010211,203000000000017327
500000000000010211,203000000000017411
500000000000010211,203000000000039981
500000000000010212,203000000000016967
500000000000010212,203000000000017047
500000000000010212,203000000000017051
500000000000010212,203000000000017150
500000000000010212,203000000000017242
500000000000010212,203000000000061009
500000000000010212,203000000000094769
500000000000010213,203000000000016963
500000000000010213,203000000000017050
500000000000010213,203000000000017057
500000000000010213,203000000000017059
500000000000010213,203000000000017148
500000000000010213,203000000000017149
500000000000010213,203000000000017240
500000000000010213,203000000000019318
500000000000010213,203000000000064658
500000000000010213,203000000000117053
